Ambit_InchiKey,Original_Entry_ID,Activity_Flag,Gene_Symbol,Ortholog_Group,SMILES
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,PIN1,3243,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,PLEC,3277,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,PLK1,3282,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,POLB,3321,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,BCL2A1,385,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,NOD2,11047,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,STK33,11303,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,TRHR,4543,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,NCOA3,4935,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,2062299,N,PTPN5,12632,S(CC(=O)C1=CC(N(=O)=O)=C(OC)C=C1)C=2NC(=NN2)C
DFPDDIHSVKJRLV-NDKGDYFDNA-N,CHEMBL1525618,A,ALDH1A1,143,S(C=1NC(=NN1)C)CC(=O)C2=CC(N(=O)=O)=C(OC)C=C2
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,RAPGEF4,6936,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,SENP8,13580,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,TAAR1,13966,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,ADRB2,99,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,DRD2,1171,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,ATG4B,7420,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,FPR1,1544,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,NR5A2,1554,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,KAT2A,1644,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,GLP1R,1701,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,GLS,1705,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,GSK3A,1847,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,BAZ2B,8576,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,HSP90AA1,2085,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,KMT2A,2657,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,MLLT3,2660,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,ATM,305,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,ACP1,36,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,PIN1,3243,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,PLEC,3277,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,PLK1,3282,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,POLB,3321,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,NOD2,11047,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,STK33,11303,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,TRHR,4543,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,NCOA3,4935,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPGCVDNJBLGFY-PKSOQXRJNA-N,2836234,N,PTPN5,12632,O=C(NC1=C(OC)C=CC=C1)C(N2C(=O)C=3C(C2=O)=CC=CC3)C(C)C
DFPIDMUXWOBPBG-MPIMZMORNA-N,3232996,N,ALDH1A1,143,O(C=1C=C2C(CCNC=3N=CN=C(C3)C=4C(OC)=CC=CC4)=CNC2=CC1)C
DFPIDMUXWOBPBG-MPIMZMORNA-N,3232996,N,KAT2A,1644,O(C=1C=C2C(CCNC=3N=CN=C(C3)C=4C(OC)=CC=CC4)=CNC2=CC1)C
DFPIDMUXWOBPBG-MPIMZMORNA-N,3232996,N,LMNA,2468,O(C=1C=C2C(CCNC=3N=CN=C(C3)C=4C(OC)=CC=CC4)=CNC2=CC1)C
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,RAPGEF4,6936,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,SENP8,13580,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,ADRB2,99,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,DRD2,1171,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,F11,1407,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,ATG4B,7420,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,KAT2A,1644,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,GLP1R,1701,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,GLS,1705,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,GSK3A,1847,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,BAZ2B,8576,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,HSP90AA1,2085,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,JAK2,2291,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,KMT2A,2657,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,ATM,305,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,FURIN,3060,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,PIN1,3243,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,PLEC,3277,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,PLK1,3282,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,POLB,3321,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,NOD2,11047,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,STK33,11303,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPJJPRLIBLWRA-UHFFFAOYNA-N,2812653,N,TRHR,4543,S(=O)(=O)(N1CCN(CC1)C=2C=CN=CC2)C=3SC(=CC3)C4=NOC=C4
DFPQSZVYPFUVRK-UHFFFAOYNA-N,CHEMBL1513087,N,BAZ2B,8576,S1C2=C(N(C(=O)C=3C1=CC=CC3)CC4=CC(F)=CC=C4)C=C(C(=O)N5CCCC5)C=C2
DFPQSZVYPFUVRK-UHFFFAOYNA-N,CHEMBL1513087,N,POLB,3321,S1C2=C(N(C(=O)C=3C1=CC=CC3)CC4=CC(F)=CC=C4)C=C(C(=O)N5CCCC5)C=C2
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,RAPGEF4,6936,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,SENP8,13580,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,TAAR1,13966,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ADRB2,99,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,DRD2,1171,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ALDH1A1,143,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,F11,1407,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ATG4B,7420,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ALOX12,157,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,NR5A2,1554,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,KAT2A,1644,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,GLS,1705,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,GSK3A,1847,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,BAZ2B,8576,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,NR4A1,1980,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,HPGD,2046,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,HSP90AA1,2085,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,JAK2,2291,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,KMT2A,2657,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ABCC1,2706,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ATM,305,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,FURIN,3060,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,ACP1,36,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,PIN1,3243,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,PLEC,3277,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,PLK1,3282,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,POLB,3321,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,BCL2A1,385,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,NOD2,11047,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,STK33,11303,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,TRHR,4543,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,VCP,4669,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,NCOA3,4935,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPRYLMPIDXCHP-UYBDAZJANA-N,9551081,N,PTPN5,12632,S(=O)(=O)(N1CCC(CC1)C(=O)NC=2SC3=C(N2)C=CC(OC)=C3)C=4SC=CC4
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,RAPGEF4,6936,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,SENP8,13580,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,TAAR1,13966,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,ADRB2,99,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,ATG4B,7420,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,NR5A2,1554,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,KAT2A,1644,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,GLP1R,1701,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,GLS,1705,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,GSK3A,1847,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,HSP90AA1,2085,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,KMT2A,2657,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,MLLT3,2660,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,ATM,305,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,ACP1,36,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
DFPUJGVQFSULNU-XRGIMSDBNA-N,24793548,N,PIN1,3243,FC=1C=C([C@@H]2N=C(N(C(=C2C(OC)=O)C)CC)NCC=3OC=CC3)C=CC1
